bank_name,url,article_title,article_body,article_publish_date,article_publish_year
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/06/claflin-university-receives--500-000-from-bank-of-america-to-sup.html,,claflin university announce bank america invest support universitys center social justice pathway prison program pathway prison program historic collaboration claflin south carolina department correction scdc provide incarcerate individual south carolina access universitys exceptional academic program claflin university receive check bank americaincarcerated individual meet claflin scdc requirement earn bachelors degree criminal justice psychology organizational management also earn minor certificate credentialsbank america investment support student scholarship enhance technological resource laptop keyboard printer router wifi hotspot funding partnership also use increase number qualified faculty staff ensure incarcerate student receive highquality educational experience earn claflin national recognition one nation premier liberal art university extremely grateful bank america support center social justice pathway prison program research indicate dramatic reduction recidivism rate incarcerate individual participate prison education program say claflin president dr dwaun j warmack usa eisenhower fellow warmack research fellowship explore global good practice reduce mass incarceration education rehabilitationbank americas reputation global leader banking finance widely recognize partnership amplify commitment equality equity expand economic opportunity diverse populationseducation gateway well life say kim wilkerson president bank america south carolina appreciate claflin universitys leadership recognize success progress make pathways prison program issue racial equality economic opportunity deeply connect important remove barrier success focus area systemic longterm gap existedthe pathways prison program establish second chance pell grant pilot program us department education doe initiative grant provide needbase federal pell grant individual incarcerate federal state prison claflin university historically black collegeuniversity hbcu south carolina among college university nationwide select programclaflin universityclaflin university comprehensive institution high education affiliate united methodist church historically black university found claflin dedicated provide studentcentere liberal art education ground cuttingedge research experiential learning stateofthe art technology community service lifelong personal professional fulfillment claflin diverse inclusive community student faculty staff administrator work cultivate practical wisdom judgment knowledge skill character need globally engage citizenship effective leadershipbank america environmental social governanceat bank america nyse bac guide common purpose help make financial life well power every connection deliver responsible growth focus environmental social governance esg leadership esg embed across eight line business reflect help fuel global economy build trust credibility represent company people want work invest business demonstrate inclusive supportive workplace create employee responsible product service offer client impact make around world help local economy thrive important part work form strong partnership nonprofit advocacy group community consumer environmental organization bring together collective network expertise achieve great impact connect we twitter bofanewsfor bank america news include dividend announcement important information register news email alert,"June 17, 2022 at 8:00 AM Eastern",2022
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/06/bank-of-america-commits--40-million-to-expand-access-to-primary-.html,,increase access health care service medically underserve communities bank america commit million lowcost longterm capital finance development expansion community health care center primary care facility across united states bank america partner nonprofit community development financial institution cdfis distribute funding addition bank america provide philanthropic grant help cdfi operational cost help spark creation new health centerstoday million capital commitment one example bank america work advance racial equality economic opportunity build company recent million collaboration lead health organizations bank america convene american heart association american diabetes association american cancer society university michigan school public health innovative signature initiative improve health outcome community colorincreased investment primary care improve health outcome make primary care accessible affordable expand health care workforce provide service people need community live work say ebony thomas bank america charitable foundation president improve health financial stability integrally link enable access quality medical care drive great economic mobility build strong communitiesprimary care providers anchor community provide essential service employment primary care – focus whole person integrate mental health substance use service – lead well health people community reduce burden chronic disease value evident increase one primary care physician every people lead few hospital visit few emergency department visit few surgery associate day increase life expectancy bank america provide lowcost capital several cdfi partner include primary care development corporation pcdc date pcdc finance billion primary care project direct investment leverage investment support facility acquisition renovation program practice transformation operate support service line growth technology acquisition pcdc strengthen service delivery training technical assistance advocate meaningful policy change improve primary care financing reimbursement service delivery workforce training pipeline development last year combination finance technical assistance organization create preserve job impact million peoplethe capital provide bank america enable pcdc well serve health care provider nationwide especially communities color rural lowincome community often struggle access primary care say louise cohen pcdcs chief executive officer dollar meaningful impact primary care access health equity one first anticipate project fund muchneede federally qualified health center fqhc florida community almost entirely low income half resident live public housingwhile location determine additional cdfis receive capital part initiative include follow cdfi partnerscapital impact partner deliver strategic financing social innovation program impact investing capacity building create social change deliver financial impact nationwide million patient receive health care community health center finance capital impact around countrythe reinvestment fund philadelphiabase cdfi provide billion financing strengthen neighborhood scale social enterprise build resilient community reinvestment fund recent health carerelate financing include riverland medical center rural louisiana faith medical center nashville tennessee redevelopment west baltimore historic building center health care healthy livingwith billion invest nationally enterprise community loan fund eclf provide flexible capital organization across we focus revitalize community eclfs investment help build preserve affordable home neighborhood resource facility resident need include school health center fresh food store critical community assetsof million commitment million go additional cdfis encourage other enter space financing development primary care facilitiesbank america large private investor cdfi us portfolio loan deposit investment cdfis exceeding billion since bank america invest million address need related health community serve include local giving across market expand partnership cvs health deliver free flu vaccine voucher underserve community continue work feed america nationally locally address barrier healthy eat support mental health initiative young people colorbank americaat bank america guide common purpose help make financial life well power every connection deliver responsible growth focus environmental social governance esg leadership esg embed across eight line business reflect help fuel global economy build trust credibility represent company people want work invest business demonstrate inclusive supportive workplace create employee responsible product service offer client impact make around world help local economy thrive important part work form strong partnership nonprofit advocacy group community consumer environmental organization bring together collective network expertise achieve great impact learn aboutbankofamericacom connect us twitter bofanewsfor bank america news include dividend announcement important information register email news alert,"June 14, 2022 at 8:00 AM Eastern",2022
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/06/bank-of-america-awards-shedd-aquarium--1-million-grant-to-help-s.html,,shedd aquarium today announce award million grant bank america support centennial commitment specifically fund fuel aquarium involvement program across chicagos south west side city park increase access nature provide opportunity learn curiosity youth city throughout summer month beyondshedd aquarium incredibly grateful grant bank america continue longstanding partnership chicago say lisa junkin lopez vice president learn community shedd aquarium support enable we collaborate partner bring meaningful exciting aquatic learn community expand access naturebase activity young people across citybank americas support apply variety program cocreate community leader design make shedd aquarium programming accessible within chicago communities activity camp festival reach youth throughout year include critical time school session base neighborhood like austin north lawndale resident need travel far experience wonder aquatic animal worldsome creative program shedd part support bank america includeshedds participation project exploration summer camp handson stem camp park librarie throughout austin chicago neighborhoods south west side feature experiential learning opportunity partnership youth serve organizationsshedd involvement park voyager program collaboration museum park chicago park district bring wonder cultural institution like shedd directly park across city provide engage learn experience activitieswe share shedd aquariums vision create space thoughtful immersive accessible educational opportunity next generation strategic investment help achieve say rita cook president bank america chicago shedd aquariums communitybase program represent pathway toward bright equitable future chicago youth particularly south west side neighborhood honor play role bring transformative vision lifewhether come eyetoeye animal participate handson steam activity shedd learn team provide engage immersive opportunity make connection aquatic world ultimately program resource support learner growth environmental scientific literacy increase exposure develop comfort create positive perception nature​shedd aquarium also believe fun recreationfocuse activity important socialemotional learning overall wellbee chicago youth bank america anchor grant award institution vital city region play important role economic social recovery community serve provide leadership issue racial equity economic mobility since bank america award million anchor grant across country art institute chicago chicago public library foundation prior recipient anchor grant bank americavisualsphotos learning program shedd aquarium view download httpspersonalfilesanywherecomfsvaspxvedcaee photo credit © shedd aquariumshedd aquariumthe john g shedd aquarium chicago spark compassion curiosity conservation aquatic animal world home aquatic animal represent specie fish reptile amphibian invertebrate bird mammal water around globe shedd recognize leader animal care conservation education research accredit member association zoos aquariums aza organization affiliate smithsonian institution support people chicago state illinois chicago park district wwwsheddaquariumorgbank americaat bank america guide common purpose help make financial life well power every connection deliver responsible growth focus environmental social governance esg leadership esg embed across eight line business reflect help fuel global economy build trust credibility represent company people want work invest business demonstrate inclusive supportive workplace create employee responsible product service offer client impact make around world help local economy thrive important part work form strong partnership nonprofit advocacy group community consumer environmental organization bring together collective network expertise achieve great impact learn aboutbankofamericacom connect us twitter bofanewsfor bank america news include dividend announcement important information register news email alert,"June 13, 2022 at 9:00 AM Eastern",2022
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/05/bank-of-america-accelerates-us-minimum-hourly-wage-to--22-as-nex.html,,today bank america announce raise we minimum hourly wage next step company plan increase build company history national leader establish minimum rate pay we hourly employee last five year bank america raise minimum hourly wage rise — october company increase pay per hour effective end june increase annualize salary fulltime employee focus great place work core everything underscore role teammate play success say sheri bronstein chief human resource officer bank america continue invest teammate priority competitive pay industryleade benefit resource physical emotional financial wellbeing longterm career development tool program diversity equity inclusion effort across company continue attract retain good talentbank america effort recognize number external organization include linkedins top company we fortune good company work list four consecutive yearsbank america environmental social governanceat bank america guide common purpose help make financial life well power every connection deliver responsible growth focus environmental social governance esg leadership esg embed across eight line business reflect help fuel global economy build trust credibility represent company people want work invest business demonstrate inclusive supportive workplace create employee responsible product service offer client impact make around world help local economy thrive important part work form strong partnership nonprofit advocacy group community consumer environmental organization bring together collective network expertise achieve great impact learn aboutbankofamericacom connect us twitter bofanewsfor bank america news include dividend announcement important information register news email alert,"May 23, 2022 at 7:00 AM Eastern",2022
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/04/bank-of-america-funds-electric-vehicles-and-expansion-for-wayne-.html,,wayne state university wayne health affiliate physician practice group receive grant bank america strengthen wayne health mobile unit whmu programthis innovative fleet health delivery vehicle establish partnership ford x april deliver covid testing education vaccination underserve population detroit support bank america provide two fully outfitted electric vehicle ford motor company bring preventative health care detroit worker environmentally sustainable waythe new electric ford transit vehicle make regular site visit estimate small mediumsize business detroit partnerships wayne health business health insurance provider — offer comprehensive preventive health care service thousand worker mobile unit function mobile clinical setting examination consultation area telehealth component fund bank america support purchase vehicle along three year personnel medical supply vehicle maintenance,"April 21, 2022 at 10:00 AM Eastern",2022
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/04/u-s--green-building-council-announces-15-cities-and-counties-for.html,,us green building council usgbc developer leed green building rating system announce city county select participate leed city local government leadership programthis leadership cohort bring together diverse local government around country support lee city certification effort program provide peertopeer networking opportunity technical assistance access educational resource well waive usgbc membership leed registration certification feeslocal government ability make big impact serve example sustainability achievement say peter templeton president ceo usgbc year cohort city county look create responsible sustainable plan natural system energy water waste transportation many factor along bank america look forward locality pursuit leed city certificationusgbc leader support environmentally sustainable building city community proud build partnership year say rich brown environmental program director bank america create thrive resilient community resident sustainable place work live meet moment climate action build healthy living environmentssince bank america partner usgbc support program date bank america contribute million program raise bar also support program first lee cities equity fellow new position usgbc aim advance tangible action social equity participate city countythis year program provide additional support participate city county social equity staff consultant produce training case study local leader set goal tangible action complete program year leed city quality life category feature topic like environmental justice civic community engagement public health education job housing affordability provide context structure effortthe local government select program represent population three million americans land area approximately size state delaware cohort includesamesbury macape canaveral fl columbia sccutler bay fl davidson nc dayton ohfort lauderdale flhenderson nv issaquah wa ithaca ny la crescent mnoakland county mi reno nv state college patucson azbank america also longstanding partner usgbc member since since provide million total grant funding nonprofit also integrate sustainability building design standard since use standard deliver workspace lee certify across global footprint company million leed certify square foot goal achieve green building certification location today city community achieve leed certification leed provide framework local government look implement strategy address energy water waste pollution carbon addition environmental factor rating system consider social economic indicator health equity education prosperity leed help local leader hone metric around initiative benchmark performance relative peer communicate educate stakeholder progress leed city community rating system flexible apply small large city county local government well economic area business improvement district neighborhoodsus green building councilthe us green building council usgbc commit prosperous sustainable future costefficient energysave green building usgbc work toward mission market transformation lee green building program robust educational offering international network local community leader annual greenbuild international conference expo center green schools advocacy support public policy encourage enable green building community information visit usgbcorg connect twitter facebook linkedinbank america environmental social governanceat bank america nyse bac guide common purpose help make financial life well power every connection deliver responsible growth focus environmental social governance esg leadership esg embed across eight line business reflect help fuel global economy build trust credibility represent company people want work invest business demonstrate inclusive supportive workplace create employee responsible product service offer client impact make around world help local economy thrive important part work form strong partnership nonprofit advocacy group community consumer environmental organization bring together collective network expertise achieve great impact connect we twitter bofanewsfor bank america news include dividend announcement important information register email news alert,"April 6, 2022 at 11:00 AM Eastern",2022
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/04/bank-of-america-invests-nearly--43-million-to-help-drive-economi.html,,bank america today announce investment nearly million directly impact economic social opportunity southeast southwest washington dc part commitment local community affordable housing project partnership local nonprofit include build bridge across river bbar washington area community investment fund wacif bread city funding grant package address housing workforce development healthcare small business effort regionthese type investment give dc resident fair shot say mayor muriel bowser bank america organizations partnering know dc know resident neighborhood need thrive I m confident ability help we realize share goal building equitable connect dcaligne bank americas billion fiveyear commitment help advance racial equality economic opportunity local community funding aim improve area longterm economic growth stabilityas part commitment safe affordable housing bank america invest million mixeduse affordable housing development mdl flat apartment buzzard point neighborhood southwest dc bank fund help provide unit individual family need affordable housing community,"April 5, 2022 at 1:00 PM Eastern",2022
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/03/bank-of-america-awards--1-million-grant-to-detroit-employment-so.html,,bank america today announce award million threeyear grant detroit employment solution corporation desc detroit work employment initiative people plan people plan focused strategy ensure detroiter — especially black brown resident — clear pathway economic sustainability employer access talent need grow thrive goal people plan increase residential employment reduce poverty improve economic mobilitybank america commit drive economic opportunity upward mobility help put individual path toward success say matt elliott president bank america michigan people plan work improve employer access talent within city detroit business resident thrivein detroit one third work age resident persistently disconnect labor force high rate nation additionally young adult school work less detroiter age postsecondary degree black white resident detroit equally likely labor force black resident twice likely unemployed furthermore get job often enough move poverty especially since work detroit less likely work fulltime fullyear job compare national averagesthe bank million grant support key initiative people plan include detroit work job training encompass several evidence program design help limited work history resident function low literacy level return citizen individual public assistance andor face poverty learn earn include weekly stipend participant pursue high school diploma ge attainment six month provide intake academic assessment career exploration coach essential skill build supportive service job placement friend family choice program provide hightouch employment wraparound support resident directly indirectly involve gun violencethe people plan essential uplift detroit resident might otherwise know take part program available say nicole sherardfreeman city detroit group executive job economy detroit work simply make day day struggle many people do not time resource investigate access help available people plan bring resource table risk get immediate access help needdesc nonprofit organization organize carry detroit workforce area strategic plan goal objective mayor workforce development board fiscal administrative agent workforce desc lead agency detroit work provide job placement search training career advisement supportive service ten thousand detroiter every yeardetroit employment solution corporationdetroit employment solution corporation desc administrative fiscal agent workforce solutions city detroit mean responsible assist detroit employer find employee jobseeker find job desc form nonprofit july part michigan work association one michigan work agency locate around state like michigan work agency desc receive majority fund federal government fund spend program initiative intend consistent office management budget guideline desc report detroit workforce development board establish mayor detroit information visit wwwdescmiworkscombank americaat bank america guide common purpose help make financial life well power every connection deliver responsible growth focus environmental social governance esg leadership esg embed across eight line business reflect help fuel global economy build trust credibility represent company people want work invest business demonstrate inclusive supportive workplace create employee responsible product service offer client impact make around world help local economy thrive important part work form strong partnership nonprofit advocacy group community consumer environmental organization bring together collective network expertise achieve great impact learn aboutbankofamericacom connect us twitter bofanewsfor bank america news include dividend announcement important information register email alert,"March 30, 2022 at 10:00 AM Eastern",2022
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/03/special-olympics-announces-three-year-bank-of-america-grant--to-.html,,special olympics bank america announce million grant expand exist leadership program urban school district focus reach underserved community community color address ongoing compound disparity face individual intellectual disability i d grant support leverage emerge technology assist critical work remove barrier inclusion help special olympics athlete family advance economic opportunity quality educationthe threeyear million grant bank america extend enable special olympics access new tool well track demographic use datum develop programming address disparity inordinately impact people intellectual disability also grant support unify champion city school initiative expand special olympics athlete leadership programming disadvantaged community provide holistic wraparound service people without i d family broad community bank america funding also enable special olympic host next global athlete congress plan june conjunction world games berlin germany global athlete congress serve platform accelerate leadership programming worldwide,"March 29, 2022 at 9:00 AM Eastern",2022
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/03/bank-of-america-honors-five-leaders-creating-change-for-people-a.html,,bank america today announce inaugural honoree neighborhood builder racial equality award new recognition honor individual leader advance racial equality economic opportunity black hispaniclatino asian american native american communities five honoree recognize extraordinary contribution break systemic racial barrier create opportunity people color across countrythrough program recognize impact inspire leader country create real change say steve boland chief administrative officer bank america support nonprofits leader core approach invest local community serve proud honor brilliant leader empower nonprofits resource continue work support community colorthe racial equality award extension bank americas signature philanthropic program neighborhood builder ® focus economic mobility nonprofit leadership awardee opportunity direct flexible funding nonprofit choice select organization also invite participate company yearlong neighborhood builder leadership program provide strategic growth development training set organization longterm successthe group awardees includesedgar villanueva founder principal decolonize wealth project – new york founder decolonize wealth project liberated capital villanueva globallyrecognized author expert intersection race power wealth offer hopeful compelling alternative dynamic colonization philanthropic social finance sector recognition villanueva plan direct bank america fund liberated capitaljohn rice founder ceo management leadership tomorrow mlt – bethesda md rice organization pioneer collegetocareer model help student color overcome barrier success prepare lowandmoderate income undergraduate land succeed competitive first job rice ensure achieve last economic mobility plan direct funding management leadership tomorrow mltluz corcuera executive director unidosnow – sarasotamanatee fl leader unidosnow corcuera commit empower hispaniclatino achieve american dream education integration civic engagement prove track record communitybuilde engagement develop oversee diverse communitybase initiative empower underserve communities prevention education corcuera drive funding unidosnowmanjusha manju p kulkarni executive director aapi equity alliance educatorcommunity advocate – los angeles can kulkarni cofounde stop aapi hate campaign become one lead voice effort identify oppose hate crime asian americans pacific islander recently kulkarni cofounder stop aapi hate name time magazine influential people list south asian network recipient kulkarnis grantnathaniel smith founder chief equity officer partnership southern equity pse – atlanta ga smith organization work toward balanced growth share prosperity georgia american south ​collaboration ecosystem diverse partner pse help local community color advocate effectively relevant state local federal economic issue include energy policy ' energy program smith plan direct funding partnership southern equity newlyestablishe award one example bank america continue build philanthropic program opportunity drive economic social progress include billion fiveyear commitment advance racial equality economic opportunity directly fund invest million since neighborhood builder ® neighborhood champions programs bank america invest million community across we partner nonprofit help nonprofit leader strengthen leadership skill nearly year launch neighborhood builder one nation large philanthropic investment nonprofit leadership developmentbank america environmental social governanceat bank america nyse bac guide common purpose help make financial life well power every connection deliver responsible growth focus environmental social governance esg leadership esg embed across eight line business reflect help fuel global economy build trust credibility represent company people want work invest business demonstrate inclusive supportive workplace create employee responsible product service offer client impact make around world help local economy thrive important part work form strong partnership nonprofit advocacy group community consumer environmental organization bring together collective network expertise achieve great impact learn aboutbankofamericacom connect us twitter bofanewsfor bank america news include dividend announcement important information register news email alert,"March 23, 2022 at 10:00 AM Eastern",2022
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/03/virginia-union-university-receives--1m-grant-from-bank-of-americ.html,,virginia union university vuu announce recipient million grant bank america innovative approach prepare student career financial industry vuus new workforce development financial market program call stand opportunity real essentiala strive well serve student surround community imperative provide tool successful beyond classroom say dr hakim j lucas president ceo vuu please accept grant bank america launch program allow we bring financial literacy tool community may access otherwise workforce development initiative step stone path generational wealth within communitiesthe program three key componentscommunity outreach tricounty area chesterfield henrico richmond student nine school – three elementary middle high school – provide access mobile community outreach financial van community outreach effort focus provide student age year old foundation finance banking additionally mobile outreach van serve resident gilpin court community provide access financial education area wealth management investment homeownershipfinancial market lab student local resident access financial market lab locate vuu campus lab contain stateoftheart computer plan budgeting investment software four electronic stock ticker allow student learn access real world index relate nasdaq dow jones indexworkforce development assessment program provide workforce development coach help student prepare internship sophomore junior year coach also assist student mock interview job placement career assessment preparation provide behavioral market competency test vuu also host quarterly financial business speakers series student continually learn career opportunity financial industrywe excited partner bank america innovative program build workforce pipeline financial industry well educate young child adult importance financial literacy financial market manage wealth say dr robin r davis dean sydney lewis school businessthe grant bank america component way forward initiative – multiyear collaboration education firm eab bank – part bank billion fiveyear commitment advance racial equality economic opportunity virginia union university inaugural cohort initiativehbcus play vital role create opportunity student community color provide education need address economic social inequality say victor branch bank america richmond president bank america believe essential institution receive support need continue missionthe sydney lewis school business lead initiative partner virginia union universitys workforce development division evelyn reid syphax school education virginia union universityvirginia union university premier liberal art institution publicly serve hbcu recognition private institution state council high education virginia found virginia union university originally establish give newly emancipate slave opportunity education advancement today university center excellence focus prepare develop today student become advanced leader tomorrow virginia union universitys program offer broad range undergraduate graduate educational opportunity highdemand field advance liberal art education teach research science technology civic engagement international experience visit wwwvuuedu informationabout bank americaat bank america guide common purpose help make financial life well power every connection deliver responsible growth focus environmental social governance esg leadership esg embed across eight line business reflect help fuel global economy build trust credibility represent company people want work invest business demonstrate inclusive supportive workplace create employee responsible product service offer client impact make around world help local economy thrive important part work form strong partnership nonprofit advocacy group community consumer environmental organization bring together collective network expertise achieve great impact erika roache virginia union universityeroachevuuedumatt card bank americamatthewcardbofacom,"March 21, 2022 at 9:00 AM Eastern",2022
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/03/resilient-cities-network-launches--10-million-resilient-communit.html,,resilient city network rcitie announce establishment resilient community impact fund rcifund catalyze investment resilience resiliencerelate effort city around globe face urgent pressure adapt quickly climate changetwo global leader insurance banking zurich insurance group collaboration z zurich foundation bank america provide grant funding support rcifund funding anchor broad effort rcifund achieve phase goal we million please able help catalyze resilient community impact fund vehicle run organization solid reputation advance range resilient project city see fund unique necessary element create impact ground part large partnership say gregory renand head z zurich foundation invite likeminded peer join we contribute fund surpass initial goal create climateresilient city community address social inequitythe rcifund provide grantbase support member city rcitie global network prioritize local resilience project grant act leverage additional funding advance project ensure vulnerable community become resilient future shock stress environmental social economic disruptionscitie call targeted resource fund project deliver safe equitable future say lauren sorkin executive director resilient cities network global pandemic cascade effect couple intense frequent natural disaster repeatedly demonstrate must protect vulnerable city today invite partner invest we know city effectively implement solution many challenge faceclimate change adverse impact vulnerable community resilient community impact fund provide critical funding city organization jump start local resilience project time project provide foundation city meet challenge pose extreme weather relate impact say rich brown environmental program director bank americathe rcifund launch we z zurich foundation part large north america climate resilience program bank america contribute us catalyze projects asia north america conversation underway extend rcifund rcitie five region across globefrom city government perspective type catalytic grant fund rare essential increase scale resilience project say brian strong chief resilience officer cro city san francisco member rcitie global steering committee confident community would able quickly deploy resource rcifund address critical resilience building need cityproject seed rcifund leverage additional funding private public philanthropic stakeholder initial round grant award city project late inquiry information please contact stewart sarkozybanoczy rcifund project director resilient cities network rcifundresilientcitiesnetworkorg visit rcifund land pageresilient city networkresilient city network world lead urban resilience network present almost city country rcitie global cityle nonprofit organisation bring together knowledge practice partnership fund empower city build safe equitable sustainable future allfor information resilient cities network wwwresilientcitiesnetworkorgbank america environmental social governanceat bank america nyse bac guide common purpose help make financial life well power every connection deliver responsible growth focus environmental social governance esg leadership esg embed across eight line business reflect help fuel global economy build trust credibility represent company people want work invest business demonstrate inclusive supportive workplace create employee responsible product service offer client impact make around world help local economy thrive important part work form strong partnership nonprofit advocacy group community consumer environmental organization bring together collective network expertise achieve great impact connect we twitter bofanewsfor bank america news include dividend announcement important information register email news alert,"March 16, 2022 at 10:00 AM Eastern",2022
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/03/bank-of-america-offers-100-000-small-business-owners-skills-buil.html,,today recognition women history month bank america announce expansion bank america institute womens entrepreneurship cornell due program success bank america add seat – bring total enrollment small business owner – enable woman entrepreneur specifically woman entrepreneur color gain critical business acuman drive business forward expansion one way company deliver commitment advance racial equality economic opportunity,"March 2, 2022 at 10:00 AM Eastern",2022
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/02/three-additional-hbcus-join-eab-s--way-forward-initiative--power.html,,education firm eab announce today tuskegee university harrisstowe state university lemoyneowen college join way forward initiative multiyear collaboration eab bank america support historically black college university hbcus work make possible funding provide bank america part bank billion fiveyear commitment advance racial equality economic opportunitydespite vital role create opportunity student community color many hbcus face daunt financial pressure cause large part historical lack support federal state government say eab chief partner officer sally amoruso eab proud partner bank america provide data insight advice help propel hbcus student bright futureeab bank america establish way forward initiative partnership initial cohort five hbcus work together advance institutional goal school program dedicated eab support team access eab global research partnership receive leadership training ondemand market research opportunity collaborate peer institution eabs support team guide opportunity assessment tactical change design improve student retention graduation rate financial stability operational efficiencyeducation one powerful tool available address economic social inequality say ebony thomas racial equality economic opportunity initiative executive bank america way forward initiative focus advance student institutional success provide advisory service help school set strategic priority establish goal longterm financial sustainability accelerate progress toward goalstuskegee university alabama harrisstowe state university missouri lemoyneowen college tennessee join inaugural cohort five hbcus include central state university ohio hustontillotson university texas claflin university south carolina savannah state university georgia virginia union university virginiaour work eab bank america already extremely beneficial preparation upcoming accreditation review say harrisstowe state university interim provost edward hill service support provide way forward initiative also help we well inform engage critical stakeholdersthrough way forward initiative eab also recently begin provide research insight advisory service tribal college united states cooperation american indian high education consortiumeabat eab mission make education smart community strong work institution drive transformative change datadriven insight bestinclass capability kindergarten college career eab partner leader practitioner accelerate progress drive result across five major area enrollment student success institutional strategy data analytic diversity equity inclusion dei work partner differently tailor portfolio research technology marketing enrollment solution meet unique need every leadership team well student employee serve learn httpeabcombank americaat bank america guide common purpose help make financial life well power every connection deliver responsible growth focus environmental social governance esg leadership esg embed across eight line business reflect help fuel global economy build trust credibility represent company people want work invest business demonstrate inclusive supportive workplace create employee responsible product service offer client impact make around world help local economy thrive important part work form strong partnership nonprofit advocacy group community consumer environmental organization bring together collective network expertise achieve great impact learn aboutbankofamericacom connect us twitter bofanewsfor bank america news include dividend announcement important information register news email alert,"February 24, 2022 at 10:00 AM Eastern",2022
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/02/artists-living-with-disabilities-or-impacted-by-housing-insecuri.html,,bank america today announce partnership artlifte investing million feature artwork artist live disability impact housing insecurity artwork display bank america financial center across country artlifte social enterprise represent artist traditionally underrepresented contemporary art market,"February 24, 2022 at 9:00 AM Eastern",2022
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/02/wing-luke-museum-advances-community-revitalization-efforts-with-.html,,celebration lunar new year continue wing luke museum asian pacific american experience announce new support bank america million grant towards organization work enrich residential business community seattle chinatowninternational district cid fund bank support forthcoming capital building renovation safety upgrade technology platform enhancement museumit decade since restore east kong yick building wing luke museum new home say interim executive director cassie chinn top basic building need pandemic change reality we grateful funding help assure future go forward,"February 18, 2022 at 3:00 PM Eastern",2022
